0.000	0.000000000
0.001	0.006285533
0.002	0.012575098
0.003	0.018867695
0.004	0.025162321
0.005	0.031457967
0.006	0.037753623
0.007	0.044048271
0.008	0.050340892
0.009	0.056630462
0.01	0.062915954
0.011	0.069196338
0.012	0.075470579
0.013	0.081737641
0.014	0.087996485
0.015	0.094246068
0.016	0.100485344
0.017	0.106713268
0.018	0.112928789
0.019	0.119130857
0.02	0.125318418
0.021	0.131490416
0.022	0.137645797
0.023	0.143783502
0.024	0.149902472
0.025	0.156001648
0.026	0.16207997
0.027	0.168136377
0.028	0.174169806
0.029	0.180179198
0.03	0.186163491
0.031	0.192121622
0.032	0.198052533
0.033	0.203955162
0.034	0.20982845
0.035	0.215671338
0.036	0.221482771
0.037	0.227261691
0.038	0.233007045
0.039	0.238717781
0.04	0.244392847
0.041	0.250031197
0.042	0.255631783
0.043	0.261193564
0.044	0.266715499
0.045	0.27219655
0.046	0.277635684
0.047	0.28303187
0.048	0.288384081
0.049	0.293691295
0.05	0.298952492
0.051	0.304166657
0.052	0.30933278
0.053	0.314449857
0.054	0.319516886
0.055	0.324532872
0.056	0.329496826
0.057	0.334407762
0.058	0.339264701
0.059	0.344066673
0.06	0.348812709
0.061	0.353501849
0.062	0.358133142
0.063	0.362705639
0.064	0.367218401
0.065	0.371670496
0.066	0.376061
0.067	0.380388996
0.068	0.384653574
0.069	0.388853833
0.07	0.392988881
0.071	0.397057835
0.072	0.401059818
0.073	0.404993964
0.074	0.408859417
0.075	0.412655329
0.076	0.416380862
0.077	0.420035188
0.078	0.423617489
0.079	0.427126957
0.08	0.430562795
0.081	0.433924216
0.082	0.437210445
0.083	0.440420716
0.084	0.443554277
0.085	0.446610385
0.086	0.449588311
0.087	0.452487336
0.088	0.455306754
0.089	0.458045872
0.09	0.460704008
0.091	0.463280493
0.092	0.465774673
0.093	0.468185903
0.094	0.470513556
0.095	0.472757015
0.096	0.474915678
0.097	0.476988957
0.098	0.478976278
0.099	0.480877081
0.1	0.482690819
0.101	0.484416964
0.102	0.486054997
0.103	0.487604418
0.104	0.489064741
0.105	0.490435495
0.106	0.491716225
0.107	0.492906492
0.108	0.49400587
0.109	0.495013953
0.11	0.495930349
0.111	0.496754683
0.112	0.497486595
0.113	0.498125743
0.114	0.498671802
0.115	0.499124462
0.116	0.499483434
0.117	0.499748441
0.118	0.499919228
0.119	0.499995554
0.12	0.499977197
0.121	0.499863955
0.122	0.49965564
0.123	0.499352083
0.124	0.498953137
0.125	0.498458667
0.126	0.497868561
0.127	0.497182724
0.128	0.49640108
0.129	0.495523571
0.13	0.494550159
0.131	0.493480823
0.132	0.492315562
0.133	0.491054396
0.134	0.489697361
0.135	0.488244515
0.136	0.486695933
0.137	0.485051711
0.138	0.483311965
0.139	0.481476829
0.14	0.479546458
0.141	0.477521026
0.142	0.475400727
0.143	0.473185775
0.144	0.470876403
0.145	0.468472866
0.146	0.465975438
0.147	0.463384411
0.148	0.460700101
0.149	0.457922841
0.15	0.455052985
0.151	0.452090908
0.152	0.449037005
0.153	0.445891689
0.154	0.442655397
0.155	0.439328583
0.156	0.435911723
0.157	0.432405312
0.158	0.428809866
0.159	0.425125922
0.16	0.421354036
0.161	0.417494784
0.162	0.413548763
0.163	0.409516589
0.164	0.4053989
0.165	0.401196352
0.166	0.396909621
0.167	0.392539406
0.168	0.388086422
0.169	0.383551406
0.17	0.378935114
0.171	0.374238323
0.172	0.369461827
0.173	0.364606443
0.174	0.359673004
0.175	0.354662365
0.176	0.349575399
0.177	0.344412998
0.178	0.339176075
0.179	0.333865559
0.18	0.3284824
0.181	0.323027567
0.182	0.317502046
0.183	0.311906843
0.184	0.30624298
0.185	0.300511501
0.186	0.294713465
0.187	0.28884995
0.188	0.282922052
0.189	0.276930885
0.19	0.270877578
0.191	0.26476328
0.192	0.258589157
0.193	0.252356391
0.194	0.24606618
0.195	0.23971974
0.196	0.233318304
0.197	0.226863119
0.198	0.220355449
0.199	0.213796574
0.2	0.20718779
0.201	0.200530408
0.202	0.193825753
0.203	0.187075167
0.204	0.180280004
0.205	0.173441635
0.206	0.166561443
0.207	0.159640828
0.208	0.152681199
0.209	0.145683984
0.21	0.138650619
0.211	0.131582557
0.212	0.12448126
0.213	0.117348206
0.214	0.110184883
0.215	0.10299279
0.216	0.095773439
0.217	0.088528353
0.218	0.081259067
0.219	0.073967123
0.22	0.066654077
0.221	0.059321494
0.222	0.051970947
0.223	0.044604021
0.224	0.037222309
0.225	0.029827411
0.226	0.022420937
0.227	0.015004507
0.228	0.007579744
0.229	0.000148283
0.23	-0.007288237
0.231	-0.014728169
0.232	-0.02216986
0.233	-0.029611651
0.234	-0.037051878
0.235	-0.04448887
0.236	-0.051920954
0.237	-0.059346449
0.238	-0.066763672
0.239	-0.074170937
0.24	-0.081566554
0.241	-0.088948827
0.242	-0.096316062
0.243	-0.103666561
0.244	-0.110998623
0.245	-0.118310547
0.246	-0.12560063
0.247	-0.13286717
0.248	-0.140108463
0.249	-0.147322807
0.25	-0.154508497
0.251	-0.161663834
0.252	-0.168787117
0.253	-0.175876647
0.254	-0.18293073
0.255	-0.189947671
0.256	-0.19692578
0.257	-0.20386337
0.258	-0.21075876
0.259	-0.21761027
0.26	-0.224416227
0.261	-0.231174962
0.262	-0.237884812
0.263	-0.244544121
0.264	-0.251151239
0.265	-0.257704522
0.266	-0.264202335
0.267	-0.270643048
0.268	-0.277025043
0.269	-0.283346708
0.27	-0.289606441
0.271	-0.295802649
0.272	-0.30193375
0.273	-0.307998171
0.274	-0.313994351
0.275	-0.319920739
0.276	-0.325775798
0.277	-0.331558001
0.278	-0.337265833
0.279	-0.342897795
0.28	-0.348452399
0.281	-0.353928171
0.282	-0.359323652
0.283	-0.364637398
0.284	-0.369867978
0.285	-0.37501398
0.286	-0.380074006
0.287	-0.385046673
0.288	-0.389930618
0.289	-0.394724492
0.29	-0.399426967
0.291	-0.40403673
0.292	-0.408552488
0.293	-0.412972967
0.294	-0.417296912
0.295	-0.421523087
0.296	-0.425650278
0.297	-0.429677289
0.298	-0.433602947
0.299	-0.437426098
0.3	-0.441145613
0.301	-0.444760382
0.302	-0.448269319
0.303	-0.45167136
0.304	-0.454965464
0.305	-0.458150615
0.306	-0.461225819
0.307	-0.464190109
0.308	-0.467042539
0.309	-0.46978219
0.31	-0.472408169
0.311	-0.474919608
0.312	-0.477315664
0.313	-0.479595522
0.314	-0.481758392
0.315	-0.483803512
0.316	-0.485730148
0.317	-0.487537591
0.318	-0.489225163
0.319	-0.490792213
0.32	-0.492238117
0.321	-0.493562282
0.322	-0.494764144
0.323	-0.495843167
0.324	-0.496798844
0.325	-0.497630701
0.326	-0.498338291
0.327	-0.4989212
0.328	-0.499379041
0.329	-0.499711462
0.33	-0.49991814
0.331	-0.499998783
0.332	-0.499953131
0.333	-0.499780956
0.334	-0.499482062
0.335	-0.499056285
0.336	-0.498503493
0.337	-0.497823586
0.338	-0.497016499
0.339	-0.496082196
0.34	-0.495020678
0.341	-0.493831976
0.342	-0.492516156
0.343	-0.491073317
0.344	-0.489503592
0.345	-0.487807145
0.346	-0.485984177
0.347	-0.484034922
0.348	-0.481959646
0.349	-0.479758651
0.35	-0.477432272
0.351	-0.47498088
0.352	-0.472404876
0.353	-0.469704699
0.354	-0.466880822
0.355	-0.463933749
0.356	-0.460864022
0.357	-0.457672215
0.358	-0.454358936
0.359	-0.45092483
0.36	-0.447370572
0.361	-0.443696875
0.362	-0.439904484
0.363	-0.435994178
0.364	-0.431966771
0.365	-0.427823111
0.366	-0.423564077
0.367	-0.419190585
0.368	-0.414703584
0.369	-0.410104056
0.37	-0.405393015
0.371	-0.400571511
0.372	-0.395640625
0.373	-0.390601471
0.374	-0.385455197
0.375	-0.380202983
0.376	-0.37484604
0.377	-0.369385614
0.378	-0.363822981
0.379	-0.358159448
0.38	-0.352396356
0.381	-0.346535076
0.382	-0.340577009
0.383	-0.334523589
0.384	-0.328376278
0.385	-0.322136571
0.386	-0.315805991
0.387	-0.309386091
0.388	-0.302878453
0.389	-0.29628469
0.39	-0.289606441
0.391	-0.282845375
0.392	-0.276003189
0.393	-0.269081606
0.394	-0.262082378
0.395	-0.255007283
0.396	-0.247858127
0.397	-0.240636739
0.398	-0.233344978
0.399	-0.225984723
0.4	-0.218557883
0.401	-0.211066388
0.402	-0.203512193
0.403	-0.195897277
0.404	-0.188223641
0.405	-0.180493309
0.406	-0.172708327
0.407	-0.164870764
0.408	-0.156982706
0.409	-0.149046265
0.41	-0.141063569
0.411	-0.133036766
0.412	-0.124968025
0.413	-0.116859532
0.414	-0.10871349
0.415	-0.100532122
0.416	-0.092317664
0.417	-0.084072372
0.418	-0.075798514
0.419	-0.067498375
0.42	-0.059174255
0.421	-0.050828466
0.422	-0.042463334
0.423	-0.034081197
0.424	-0.025684405
0.425	-0.017275321
0.426	-0.008856315
0.427	-0.00042977
0.428	0.008001923
0.429	0.016436364
0.43	0.024871146
0.431	0.033303853
0.432	0.041732064
0.433	0.050153351
0.434	0.058565282
0.435	0.066965419
0.436	0.075351322
0.437	0.083720547
0.438	0.092070646
0.439	0.100399173
0.44	0.108703678
0.441	0.116981712
0.442	0.125230826
0.443	0.133448573
0.444	0.141632507
0.445	0.149780186
0.446	0.157889171
0.447	0.165957027
0.448	0.173981323
0.449	0.181959636
0.45	0.189889548
0.451	0.197768648
0.452	0.205594533
0.453	0.213364811
0.454	0.221077096
0.455	0.228729014
0.456	0.236318204
0.457	0.243842313
0.458	0.251299003
0.459	0.258685948
0.46	0.266000838
0.461	0.273241376
0.462	0.280405281
0.463	0.287490288
0.464	0.294494152
0.465	0.301414642
0.466	0.308249547
0.467	0.314996676
0.468	0.321653857
0.469	0.328218942
0.47	0.3346898
0.471	0.341064325
0.472	0.347340434
0.473	0.353516068
0.474	0.359589193
0.475	0.365557797
0.476	0.371419899
0.477	0.377173542
0.478	0.382816795
0.479	0.388347759
0.48	0.393764561
0.481	0.399065359
0.482	0.40424834
0.483	0.409311724
0.484	0.41425376
0.485	0.419072731
0.486	0.423766953
0.487	0.428334776
0.488	0.432774583
0.489	0.437084792
0.49	0.441263858
0.491	0.445310272
0.492	0.44922256
0.493	0.452999288
0.494	0.456639058
0.495	0.460140511
0.496	0.463502328
0.497	0.46672323
0.498	0.469801978
0.499	0.472737373
0.5	0.475528258
0.501	0.478173519
0.502	0.480672084
